id,sha,author_id,committer_id,project_id,created_at
679198580,9dcc1e60b3e78aaca07b3258b4e3d57cc3e1e6c7,1236861,70250,63344001,2017-04-05 16:13:54
679198576,a0baf7ae97a1c2241701a3983e98a9b65dfb0902,70250,30351173,63344001,2017-04-06 16:09:52
679198575,d01fe9e3be8bb4a1380c27e2e43bde1c9240f9a2,70250,30351173,63344001,2017-04-13 06:53:44
679198582,3c8b2149d918437b6a1d7f4e194e7f05d8b27431,70250,70250,63344001,2017-04-13 19:04:25
679897567,09ea4aee8537d9e043c80d273ec9175b69bb531e,1236861,1236861,63344001,2017-04-19 14:00:40
679900318,da2f18b454771cdbfbafd79e301ea6e0cc9a9ea5,1236861,1236861,63344001,2017-04-19 14:00:40
679856698,12d38914d2095879e29df896dff97f5c25dc8290,1236861,1673514,63344001,2017-04-19 14:00:40
679080522,3ff461011abd5c0f8280cf66b5de0aea96d5603e,31649276,30351173,63344001,2017-04-21 12:55:27
679856706,aa0384539b8aa943d28714338ac9a455d15d6390,1236861,1673514,63344001,2017-04-21 16:51:10
679900333,21e3f89c8cdf0a2bac91769857f102f01b47f6f0,1236861,1236861,63344001,2017-04-21 16:51:10
679897582,a1550cedc9617c3d3bd1e9e4e7f5ebb9d17b775f,1236861,1236861,63344001,2017-04-21 16:51:10
679080526,b44a40f911d3080eb48b45f5518a7a3a07342b9a,1236861,1236861,63344001,2017-04-24 10:37:38
679897598,3df8cad2158088e934e82ffc3a53ce95999465eb,1236861,1236861,63344001,2017-04-24 14:05:50
679856710,cc26145696ebce3c2312fdb23386e96e12835e62,1236861,1673514,63344001,2017-04-24 14:05:50
679900339,6a6ea4ab6910ad017c6588ee764d384413a3ef42,1236861,1236861,63344001,2017-04-24 14:05:50
679080532,0f66e4bd894512b2a3ccb18785e5ef85d5fde04e,1236861,1236861,63344001,2017-04-24 14:44:35
679856715,8b550d4b242a04d651bc77412f17f3a5d549f149,1236861,1673514,63344001,2017-04-24 14:44:35
679900348,adf2c058397f572b3ae808ddb8a45bc21a5dfdd2,1236861,1236861,63344001,2017-04-24 14:44:35
679080509,69ec79542592f299160de0d540a7012b3fa5879b,31649276,30351173,63344001,2017-04-25 09:30:14
679856717,0bbd115a691fe1c416eaad9a49f45d1129c13516,1236861,1673514,63344001,2017-04-25 10:03:36
679900349,6a838458a0663f3dda825c82a37c0dea22c4f8a3,1236861,1236861,63344001,2017-04-25 10:03:36
679080528,acbc98522580b76b2dc3485a5dec930facb7862e,1236861,1236861,63344001,2017-04-25 10:03:36
679194717,634e27a5ae8dd035c4ab7d64c664c3820880e9a2,1236861,1236861,63344001,2017-04-26 14:45:02
679856719,7545ed7188e0c0bba88c028d3ffd9da890812205,1236861,1673514,63344001,2017-04-26 16:33:41
679337692,be8bbd7553eeca3874507d2f73812389c00fbe4b,1236861,1236861,63344001,2017-04-26 16:33:41
679369128,32cb464ed4d4628242f9205f637054cf7b6317e2,70250,70250,63344001,2017-04-26 17:23:34
679523399,33bb010335f8542e2595c43717656de81a409d7a,198943,30351173,63344001,2017-04-26 21:11:55
679897609,e4c9dd0f10c196ecf5d3e64265f7e72ef69c332d,1236861,1236861,63344001,2017-04-27 09:29:12
679900351,54dfd1fd97cea015396e857cfaca2a2d6501b1a6,1236861,1236861,63344001,2017-04-27 09:29:12
679903968,a6413ac64ca7de27c2790cfa3fb6e80d22da86d2,31649276,30351173,63344001,2017-04-27 09:39:12
679954755,1275b987fad0bf4f7fcec5b7666c16538f89f922,31649276,30351173,63344001,2017-04-27 11:03:01
679969688,3b6413cf358977874c574c8b34ba03f2e940c3e8,11651990,11651990,63344001,2017-04-27 11:24:53
679974652,807ed881921bb2b72ba258581d07f3d9ce5e83f7,11651990,11651990,63344001,2017-04-27 11:24:53
680754613,2aeed31d855d10dc826ecbeebed6e8ee4a963ee6,1236861,1236861,63344001,2017-04-27 15:33:33
