project name,AGE,noFiles,LoC,LoCbyFiles,noCommits,noPRs,noMergedPRs,poMergedPRs,noRejectedPRs,poRejectedPRs,ICT,PRT,IPRT,IMPRT,PoMPRTW,MICT,MPRT,MIPRT,MIMPRT,poMMPRTW,noCommiters,noPRsDF,poPRsDF,forks,commitsByPR,commentsByPR,changedFilesByPR,additionsByPR,deletionsByPR,target
spark-cassandra-connector,1799,444,42758,96.3018018018018,3803,793,252,0.31778058007566207,500,0.6305170239596469,11.271944444444445,20,54.091944444444444,159.37666666666667,0.1967272716593792,0.41194444444444445,0,15.460833333333333,22.310833333333335,0.08333333333333333,117,390,49.18032786885246,917,5.186633039092055,4.17906683480454,8.890290037831022,281.99495586380834,97.9546027742749,NCP
nativescript-cli,1796,667,204737,306.952023988006,10136,2288,1474,0.6442307692307693,762,0.333041958041958,4.253055555555555,2,18.81138888888889,29.199166666666667,0.5212844609767281,0.2063888888888889,0,4.697777777777778,4.545277777777778,0.65,113,1510,65.9965034965035,185,2.5087412587412588,1.8658216783216783,4.851398601398602,138.6861888111888,77.63243006993007,NCP
crates.io,1796,1239,66183,53.416464891041166,3714,961,713,0.7419354838709677,216,0.2247658688865765,10.955,15,41.48583333333333,55.908611111111114,0.2604840801590702,0.5038888888888889,215,14.923333333333334,7.424722222222222,0.2,206,961,100.0,547,2.899063475546306,3.7190426638917793,6.433922996878252,154.0894901144641,86.26638917793964,CP
spaCy,1793,1545,219551,142.1042071197411,7434,783,681,0.8697318007662835,76,0.0970625798212005,3.8780555555555556,5,34.36555555555556,33.71944444444445,0.5527303605972786,0.15138888888888888,0,17.77611111111111,15.406666666666666,0.625,389,638,81.48148148148148,4143,12.962962962962964,1.946360153256705,9.828863346104725,21506.933588761174,6439.449553001277,NCP
jumpserver,1792,1750,128036,73.16342857142857,3773,955,727,0.7612565445026178,216,0.2261780104712042,7.940555555555555,8,30.885277777777777,39.086666666666666,0.29970511630514357,0.5258333333333334,0,4.116388888888889,2.9272222222222224,0.2,136,351,36.753926701570684,4810,6.300523560209424,0.22408376963350785,8.673298429319372,542.0659685863874,136.41675392670157,NCP
fieldcapture,1789,1080,399905,370.2824074074074,3548,941,815,0.8660998937300743,125,0.13283740701381508,15.364166666666666,0,41.91666666666667,48.395,0.8723624998854355,0.6286111111111111,0,17.449166666666667,18.916944444444443,1.0,13,660,70.13815090329437,7,4.076514346439957,0.0,9.439957492029755,1061.1583421891605,459.1997874601488,NCP
spring-cloud-netflix,1785,167,23831,142.7005988023952,7801,734,376,0.5122615803814714,324,0.44141689373297005,5.491944444444444,18,55.97833333333333,97.98333333333333,0.18806228109507728,0.8975,84,26.342222222222222,25.163333333333334,0.1875,283,12,1.6348773841961852,2421,4.6498637602179835,3.544959128065395,11.425068119891009,262.61852861035425,91.20844686648502,NCP
scion,1782,1794,191707,106.86008918617614,2015,892,801,0.897982062780269,52,0.05829596412556054,9.54,7,21.419166666666666,16.241944444444446,0.4257697986979815,0.7755555555555556,17,3.026111111111111,2.446111111111111,0.5517241379310345,41,890,99.77578475336323,126,2.7926008968609866,1.5336322869955157,8.40695067264574,204.13677130044843,88.68497757847534,NCP
commcare-cloud,1775,1186,56076,47.28161888701518,7605,1595,1430,0.896551724137931,107,0.0670846394984326,1.9208333333333334,3,9.188055555555556,8.359444444444444,0.6089691817795595,0.1811111111111111,0,2.792222222222222,2.8344444444444443,0.75,31,1586,99.43573667711598,30,3.7642633228840126,0.8175548589341692,3.830094043887147,101.56175548589341,79.18996865203762,CP
extension-tao-testqti,1774,803,103784,129.2453300124533,7800,1449,1019,0.7032436162870945,395,0.2726017943409248,6.785277777777778,6,29.250833333333333,41.594166666666666,0.44308542881877533,0.35,0,10.422222222222222,7.1691666666666665,0.5,70,213,14.699792960662524,10,8.859213250517598,0.41545893719806765,10.67287784679089,382.2850241545894,160.49482401656314,CP
odoomrp-wip,1774,1693,61547,36.35380980507974,2700,856,200,0.2336448598130841,599,0.6997663551401869,15.695,12,49.45777777777778,186.13472222222222,0.11835846471761934,0.8377777777777777,0,8.754722222222222,43.8525,0.017543859649122806,75,831,97.07943925233646,254,2.2873831775700935,4.235981308411215,6.210280373831775,159.00233644859813,78.91121495327103,NCP
autowiring,1772,3604,435692,120.89123196448391,7263,986,334,0.33874239350912777,641,0.6501014198782962,6.592222222222222,1,36.94222222222222,109.15166666666667,0.36120119350532326,0.17527777777777778,0,2.5994444444444444,5.338055555555556,0.22727272727272727,39,133,13.488843813387424,17,2.443204868154158,0.44421906693711966,24.362068965517242,1575.9026369168357,579.9695740365112,NCP
Alamofire,1765,303,170216,561.7689768976898,2580,723,247,0.34163208852005533,458,0.6334716459197787,16.20388888888889,12,57.78638888888889,166.3475,0.15926946992374366,0.44416666666666665,0,28.787222222222223,13.110555555555555,0.06666666666666667,427,603,83.40248962655602,7469,3.6182572614107884,1.9737206085753805,8.55463347164592,742.1604426002766,313.6846473029046,NCP
venom-xbmc-addons,1765,426,80921,189.95539906103286,4901,955,904,0.9465968586387434,37,0.0387434554973822,4.905277777777778,0,25.125555555555557,26.54277777777778,0.928437596189541,0.43555555555555553,0,0.8944444444444445,0.16916666666666666,1.0,35,607,63.560209424083766,258,5.980104712041885,0.5141361256544502,5.213612565445026,204.95706806282723,138.78429319371728,NCP
cdap,1763,6319,584816,92.54882101598353,69674,9867,5326,0.539779061518192,4359,0.44177561568865914,0.81,2,3.785,6.878333333333333,0.4868330888374925,0.07416666666666667,0,0.7605555555555555,0.8241666666666667,0.6428571428571429,170,4457,45.17077125772778,308,4.451809060504712,2.2197223066788285,26.50076010945576,2210.259146650451,435.142393838046,CP
newznab-tmux,1761,903,214918,238.00442967884828,6848,744,725,0.9744623655913979,9,0.012096774193548387,3.6055555555555556,0,26.272777777777776,26.87972222222222,0.9856260689715957,0.2275,0,8.714166666666667,9.131388888888889,1.0,6,3,0.4032258064516129,50,2.5013440860215055,0.01478494623655914,5.098118279569892,130.0470430107527,199.9798387096774,NCP
sparc-request,1761,2298,89356,38.88424717145344,9889,1575,1042,0.6615873015873016,477,0.3028571428571429,4.451666666666667,7,26.056666666666665,37.63444444444444,0.3729945286742349,0.21916666666666668,0,3.7111111111111112,0.056666666666666664,0.3333333333333333,41,0,0.0,27,11.4584126984127,0.2146031746031746,31.66857142857143,824.5422222222222,241.96761904761905,CP
atlas,1760,613,51711,84.35725938009787,1909,830,602,0.7253012048192771,218,0.26265060240963856,22.026944444444446,0,46.912222222222226,64.64416666666666,0.7463161266650968,0.7127777777777777,0,16.523611111111112,17.848055555555554,1.0,24,0,0.0,275,1.7855421686746988,0.1,10.972289156626506,95.86144578313252,33.1578313253012,NCP
awesome-react,1759,1,203,203.0,2141,871,355,0.40757749712973596,440,0.505166475315729,19.72388888888889,57,48.01222222222222,115.32666666666667,0.15600286121195467,3.5680555555555555,0,26.10361111111111,21.878888888888888,0.045454545454545456,699,868,99.65556831228473,6676,1.4454649827784156,0.7967853042479908,1.0114810562571757,4.246842709529277,2.3260619977037886,CP
ddnet,1754,751,252339,336.0039946737683,3589,859,632,0.7357392316647264,210,0.24447031431897556,19.25027777777778,12,38.717777777777776,52.40472222222222,0.3489977019956016,0.46166666666666667,3,13.649722222222222,11.227777777777778,0.36363636363636365,83,853,99.30151338766007,307,2.2863795110593714,3.2048894062863793,4.812572759022118,224.1676367869616,159.27357392316648,CP
synapse,1754,1444,250632,173.56786703601108,21183,3100,2123,0.6848387096774193,886,0.28580645161290325,1.9861111111111112,9,13.178333333333333,19.06888888888889,0.35185911220909055,0.1511111111111111,0,2.723333333333333,1.9144444444444444,0.375,252,2775,89.51612903225806,1744,5.112903225806452,1.9625806451612904,4.785161290322581,111.03838709677419,67.95677419354838,CP
azure-sdk-for-go,1754,10524,2545076,241.83542379323453,7094,3947,2468,0.6252850266024829,1353,0.3427919939194325,5.054166666666666,3,9.08388888888889,14.519166666666667,0.423172105561642,0.4011111111111111,1,0.8886111111111111,0.6922222222222222,0.5,112,5,0.12667848999239928,616,2.4266531542944008,0.6820369901190778,35.12591841905245,5983.66759564226,1968.9647833797821,NCP
server,1753,157,23522,149.82165605095543,42630,8050,5515,0.6850931677018633,2341,0.29080745341614905,1.7902777777777779,4,6.398333333333333,9.294722222222223,0.5129075179679462,0.19444444444444445,0,1.2502777777777778,1.243611111111111,0.5904761904761905,196,454,5.6397515527950315,93,0.5234782608695652,0.44869565217391305,0.8722981366459628,69.57590062111801,32.62335403726708,CP
govmomi,1753,1076,305566,283.9832713754647,2103,809,557,0.688504326328801,231,0.28553770086526575,19.970833333333335,5,51.58555555555556,74.85111111111111,0.46022205151368467,2.437777777777778,36,23.779444444444444,22.822777777777777,0.5,145,0,0.0,848,0.6983930778739185,0.754017305315204,2.080346106304079,279.8182941903585,13.499381953028431,CP
tesseract,1753,663,165003,248.8733031674208,4155,981,784,0.799184505606524,175,0.1783893985728848,25.81222222222222,18,38.879444444444445,44.04527777777778,0.30980473902162364,1.0041666666666667,0,12.979444444444445,9.851666666666667,0.21052631578947367,170,1,0.10193679918450561,8422,3.72375127420999,2.221202854230377,9.26197757390418,314.49235474006116,298.15800203873596,CP
machine-learning,1752,301,22882,76.01993355481727,14856,1668,1119,0.670863309352518,544,0.3261390887290168,2.4594444444444443,0,21.77888888888889,32.058055555555555,0.6945597156309677,0.09638888888888889,0,1.241111111111111,2.3097222222222222,0.7777777777777778,12,1656,99.28057553956835,88,8.178657074340528,0.5629496402877698,14.136690647482014,213.8369304556355,989.4298561151079,CP
adhocracy3,1750,1212,105327,86.90346534653466,5243,742,297,0.4002695417789757,426,0.5741239892183289,5.934166666666667,4,41.435833333333335,96.27694444444444,0.38368365162398727,0.10333333333333333,0,2.0825,2.062222222222222,0.25,18,742,100.0,13,4.8261455525606465,1.876010781671159,8.582210242587601,154.14420485175202,83.81132075471699,NCP
Moya,1749,169,13212,78.1775147928994,3355,700,476,0.68,208,0.29714285714285715,10.228055555555555,6,48.6375,70.28027777777777,0.39446021587559077,0.23583333333333334,0,17.044166666666666,18.892222222222223,0.42857142857142855,212,542,77.42857142857143,1942,4.748571428571428,5.095714285714286,11.99,233.89857142857142,343.90285714285716,NCP
angular-meteor,1749,146,31050,212.67123287671234,2972,736,214,0.2907608695652174,508,0.6902173913043478,13.575277777777778,7,54.27388888888889,187.1861111111111,0.19036628450536924,0.7063888888888888,0,11.670555555555556,17.545,0.0,166,668,90.76086956521739,643,4.986413043478261,1.1997282608695652,7.264945652173913,484.30027173913044,243.8451086956522,NCP
crawl,1748,1228,452951,368.8526058631922,12995,980,359,0.3663265306122449,566,0.5775510204081633,4.36,25,37.291666666666664,96.31944444444444,0.13566682289890794,0.3680555555555556,0,19.425,34.53527777777778,0.09433962264150944,218,965,98.46938775510205,1068,14.975510204081633,1.620408163265306,18.85816326530612,1252.7336734693877,412.9836734693878,CP
compassion-modules,1747,1086,113477,104.49079189686924,5222,970,747,0.7701030927835052,194,0.2,8.015,2,43.102222222222224,55.63944444444444,0.5182836363783638,0.23944444444444443,3,18.286666666666665,9.377222222222223,0.6666666666666666,31,0,0.0,47,6.598969072164948,1.1556701030927834,12.31958762886598,455.3721649484536,245.0979381443299,CP
entando-core,1743,2358,393088,166.70398642917726,4256,757,706,0.9326287978863936,43,0.05680317040951123,9.725833333333334,5,52.759166666666665,56.151944444444446,0.4062256131601938,0.44055555555555553,0,5.254722222222222,3.55,0.375,53,448,59.18097754293263,31,6.924702774108322,1.8599735799207398,15.718626155878468,1951.57463672391,829.1611624834875,NCP
kwiver,1743,3128,312679,99.96131713554988,5871,732,625,0.8538251366120219,74,0.10109289617486339,7.554722222222222,14,41.638333333333335,39.36944444444444,0.39938642942973024,0.2811111111111111,5,9.331666666666667,6.3502777777777775,0.42857142857142855,46,603,82.37704918032787,80,8.17896174863388,6.867486338797814,13.920765027322405,623.7855191256831,146.13934426229508,NCP
NuGet.Jobs,1740,2032,166836,82.10433070866142,4394,706,611,0.8654390934844193,77,0.10906515580736544,9.4875,5,58.375,66.885,0.3942935220552323,0.43083333333333335,0,18.30388888888889,17.031944444444445,0.5,33,1,0.141643059490085,21,6.1303116147308785,0.7762039660056658,19.944759206798867,578.6402266288952,201.25637393767704,NCP
hyper,1735,117,24530,209.65811965811966,4533,847,363,0.42857142857142855,462,0.5454545454545454,9.106944444444444,6,48.193333333333335,112.11805555555556,0.35060708794925827,0.30944444444444447,0,23.192777777777778,47.344166666666666,0.3333333333333333,305,785,92.68004722550177,1355,1.4710743801652892,2.759149940968123,4.533648170011807,91.086186540732,49.49586776859504,CP
api,1731,442,38999,88.23303167420815,4983,787,490,0.6226175349428208,277,0.3519695044472681,8.314166666666667,9,52.42388888888889,84.20361111111112,0.31660479718483847,0.07777777777777778,6,19.115833333333335,18.7025,0.3,46,619,78.65311308767471,150,8.20330368487929,1.3939008894536213,9.529860228716645,308.8551461245235,117.51080050825921,NCP
pachyderm,1730,2168,456509,210.56688191881918,18653,1733,1422,0.8205424120023082,250,0.14425851125216388,1.84,6,19.790277777777778,24.120277777777776,0.4841753022170181,0.16527777777777777,1,4.464166666666666,3.5502777777777776,0.5384615384615384,108,1657,95.61454125793422,524,57.74841315637622,1.3254472013848817,29.71667628390075,5799.043277553375,1441.7293710328909,CP
SpongeAPI,1727,1519,39722,26.15009874917709,9694,996,208,0.20883534136546184,748,0.751004016064257,4.275277777777778,55,41.526944444444446,198.5275,0.037480263500238316,0.09361111111111112,18,13.465,36.43694444444444,0.02040816326530612,214,10,1.0040160642570282,351,5.38855421686747,6.23995983935743,19.800200803212853,529.9116465863453,270.97289156626505,CP
ooi-ui,1726,663,99144,149.53846153846155,2113,730,315,0.4315068493150685,404,0.5534246575342465,19.424444444444443,3,56.18361111111111,130.23166666666665,0.3509374388798379,0.6113888888888889,0,4.454166666666667,3.8341666666666665,0.20930232558139536,27,575,78.76712328767124,20,5.054794520547945,1.2328767123287672,10.413698630136986,901.5561643835616,161.05068493150685,NCP
embulk,1718,341,30886,90.57478005865103,3794,748,455,0.6082887700534759,255,0.3409090909090909,10.623611111111112,12,49.38472222222222,78.91527777777777,0.29643555854441656,0.9888888888888889,9,19.930833333333332,17.905277777777776,0.25,61,738,98.66310160427807,200,1.9692513368983957,1.8970588235294117,5.045454545454546,117.87433155080214,56.29010695187166,NCP
code-dot-org,1714,24016,13472328,560.973017988008,116361,27651,20903,0.7559581931937362,6303,0.22794835629814472,0.3541666666666667,3,1.4861111111111112,1.9658333333333333,0.5899824382428754,0.055,0,0.30916666666666665,0.3011111111111111,0.7333333333333333,129,20233,73.17276047882537,414,12.631658891179342,0.8231528696972985,73.76821814762576,6690.535712994105,4141.591624172725,CP
glusterd2,1711,474,41653,87.87552742616033,2142,780,664,0.8512820512820513,86,0.11025641025641025,14.399166666666666,10,39.453611111111115,46.165,0.4266832575275318,0.8833333333333333,0,11.801944444444445,8.597777777777777,0.45454545454545453,45,778,99.74358974358975,85,3.085897435897436,2.8564102564102565,7.167948717948718,209.74102564102563,45.87435897435898,NCP
Applied-Energistics-2,1710,2363,194333,82.2399492170969,3934,812,361,0.4445812807881773,437,0.5381773399014779,11.840833333333334,14,49.35027777777778,110.89805555555556,0.20656010758751567,0.4797222222222222,15,12.53138888888889,2.3963888888888887,0.03333333333333333,98,246,30.295566502463057,506,3.2376847290640396,2.0714285714285716,26.78448275862069,515.0086206896551,332.39039408866995,CP
flux-core,1708,2210,312659,141.47466063348415,7656,996,698,0.7008032128514057,272,0.27309236947791166,7.517222222222222,3,41.156666666666666,58.68805555555556,0.4927852772128162,0.6077777777777778,0,20.718333333333334,20.740555555555556,0.6,25,996,100.0,46,6.766064257028113,8.998995983935743,11.899598393574298,451.04116465863456,237.45883534136547,NCP
web3.js,1704,1014,191613,188.96745562130178,4153,766,473,0.6174934725848564,256,0.3342036553524804,9.030555555555555,30,47.927499999999995,75.23833333333333,0.15852365203627292,0.37555555555555553,47,17.345,1.9969444444444444,0.07142857142857142,373,0,0.0,4652,12.836814621409921,2.5783289817232378,14.339425587467362,1845.8655352480419,1059.4334203655353,NCP
sc5-styleguide,1703,157,49531,315.484076433121,1925,808,263,0.3254950495049505,527,0.6522277227722773,20.7725,2,48.62444444444444,133.0336111111111,0.3330973345081701,0.31055555555555553,0,1.7630555555555556,3.345,0.16666666666666666,69,549,67.94554455445545,176,2.5841584158415842,0.2004950495049505,3.766089108910891,114.80321782178218,74.15717821782178,NCP
glium,1701,167,43022,257.6167664670659,5529,989,264,0.26693629929221435,688,0.6956521739130435,4.269722222222223,2,23.447222222222223,89.17944444444444,0.28382161009261314,0.13944444444444445,0,4.9430555555555555,11.160555555555556,0.14285714285714285,93,986,99.69666329625885,386,1.4641051567239636,0.5581395348837209,4.208291203235592,117.96461071789686,63.674418604651166,NCP
Oxide,1697,3,60,20.0,3878,792,419,0.5290404040404041,366,0.4621212121212121,6.350555555555555,0,30.90861111111111,56.988055555555555,0.515750661701366,0.7194444444444444,0,11.899444444444445,17.8625,0.7142857142857143,43,58,7.3232323232323235,109,3.169191919191919,0.20202020202020202,10.68560606060606,135.35732323232324,80.22222222222223,NCP
Carthage,1694,129,14179,109.91472868217055,3447,952,550,0.5777310924369747,372,0.3907563025210084,11.793611111111112,13,42.699444444444445,72.08638888888889,0.269115572915992,0.9872222222222222,0,19.836666666666666,23.279444444444444,0.26666666666666666,210,904,94.9579831932773,1626,3.851890756302521,3.713235294117647,8.302521008403362,79.01365546218487,365.5745798319328,CP
transitland-datastore,1694,421,409463,972.5961995249406,5033,772,456,0.5906735751295337,302,0.3911917098445596,7.634444444444444,8,47.59861111111111,78.38222222222223,0.38382387271744767,0.2386111111111111,0,14.667777777777777,20.63111111111111,0.38095238095238093,14,681,88.21243523316062,18,10.865284974093264,0.18523316062176165,8.567357512953368,1440.60103626943,147.45854922279793,NCP
seed,1684,1256,322465,256.73964968152865,5743,763,436,0.5714285714285714,304,0.3984272608125819,7.04,8,50.397777777777776,83.99055555555556,0.3492391389140615,0.4930555555555556,0,21.805,23.807222222222222,0.38461538461538464,47,639,83.74836173001312,60,10.146788990825687,1.5740498034076016,18.53211009174312,921.5307994757536,1828.8125819134993,NCP
zproject,1684,34,3935,115.73529411764706,2180,982,577,0.5875763747454175,400,0.4073319755600815,18.413888888888888,0,40.87694444444445,69.03027777777777,0.6930400740161946,0.8883333333333333,0,10.905277777777778,17.17111111111111,1.0,80,982,100.0,104,1.8085539714867618,0.7128309572301426,2.454175152749491,44.537678207739305,20.95621181262729,NCP
atomic-reactor,1683,232,46428,200.1206896551724,3723,856,671,0.7838785046728972,165,0.1927570093457944,9.200555555555555,7,39.78111111111111,50.651666666666664,0.4684390845897711,0.07777777777777778,5,19.823055555555555,20.2,0.5333333333333333,36,851,99.41588785046729,66,1.5455607476635513,2.821261682242991,3.9521028037383177,87.55841121495327,27.44859813084112,NCP
buffalo,1682,171,11724,68.56140350877193,4344,946,771,0.8150105708245243,154,0.16279069767441862,4.881111111111111,5,22.398055555555555,27.395,0.5616326315204976,0.19944444444444445,1,9.944444444444445,12.224444444444444,0.59375,169,0,0.0,557,5.7420718816067655,1.241014799154334,7.063424947145878,136.0369978858351,91.7431289640592,CP
reef,1681,3997,198240,49.597197898423815,1509,804,21,0.026119402985074626,767,0.9539800995024875,20.490277777777777,8,36.92277777777778,865.1011111111111,0.05256445290261715,1.2577777777777779,0,11.521666666666667,92.55444444444444,0.0,80,794,98.75621890547264,105,2.3718905472636815,5.2288557213930345,11.313432835820896,304.7773631840796,81.68159203980099,NCP
victoire,1680,1772,221717,125.122460496614,5538,762,435,0.5708661417322834,316,0.4146981627296588,8.016666666666667,5,52.46277777777778,91.90055555555556,0.39343481351186765,0.0913888888888889,0,18.873055555555556,17.853055555555557,0.36363636363636365,46,139,18.241469816272964,76,9.047244094488189,0.38713910761154857,16.206036745406823,425.38057742782155,264.5301837270341,NCP
miasm,1676,541,105141,194.3456561922366,2563,810,500,0.6172839506172839,274,0.33827160493827163,15.489166666666666,7,48.47027777777778,78.62833333333333,0.3639579577193002,0.9572222222222222,0,17.81,19.427222222222223,0.36363636363636365,66,809,99.87654320987654,456,2.8617283950617285,0.8024691358024691,5.211111111111111,209.79753086419754,80.15555555555555,CP
forest,1674,127,18589,146.37007874015748,1913,733,515,0.7025920873124147,210,0.286493860845839,35.99527777777778,1,52.65777777777778,71.40416666666667,0.6126462504178578,3.1669444444444443,0,23.778333333333332,24.072777777777777,0.7777777777777778,10,733,100.0,1,1.0627557980900408,0.04229195088676671,1.199181446111869,18.80900409276944,10.129604365620736,NCP
firefox-ios,1670,2091,191241,91.45911047345767,11395,2566,2140,0.8339828526890102,361,0.1406858924395947,2.9219444444444442,10,12.214444444444444,10.957222222222223,0.39147196325162986,0.13361111111111112,3,2.805,2.1469444444444443,0.4659090909090909,141,0,0.0,2529,2.4431021044427124,1.0113016367887764,13.050662509742791,511.8823070927514,2340.690958690569,NCP
RP-0,1668,522,168230,322.27969348659,3056,722,315,0.4362880886426593,385,0.5332409972299169,13.105277777777777,15,55.01277777777778,125.8488888888889,0.23772718582695693,0.6086111111111111,11,15.426111111111112,13.635277777777778,0.0,91,597,82.68698060941828,193,5.595567867036011,1.2922437673130194,6.617728531855955,812.2271468144045,534.5844875346261,NCP
AAPB2,1667,1079,88732,82.2354031510658,5971,792,478,0.6035353535353535,290,0.3661616161616162,6.695277777777778,4,48.596944444444446,80.52416666666667,0.44551336950115417,0.1775,0,12.461666666666666,15.350555555555555,0.5,36,784,98.98989898989899,8,4.340909090909091,0.9128787878787878,6.473484848484849,207.89646464646464,110.17676767676768,NCP
assets-frontend,1666,480,44183,92.04791666666667,4522,815,360,0.44171779141104295,440,0.5398773006134969,9.6175,4,47.379444444444445,107.32805555555555,0.4014591689094301,0.21722222222222223,0,19.288888888888888,22.40361111111111,0.3333333333333333,111,0,0.0,70,3.369325153374233,0.9766871165644172,8.242944785276073,128.6208588957055,736.3128834355829,CP
SickGear,1661,1576,473132,300.21065989847716,2070,749,314,0.4192256341789052,419,0.5594125500667557,21.764166666666668,5,52.08638888888889,108.89,0.3740083669162315,1.565,0,10.694444444444445,19.824444444444445,0.3333333333333333,30,0,0.0,84,2.162883845126836,0.3324432576769025,14.48064085447263,462.91989319092124,379.128170894526,NCP
phtc,1661,186,201138,1081.3870967741937,2428,708,497,0.7019774011299436,204,0.288135593220339,23.872222222222224,1,50.778055555555554,72.44555555555556,0.5966442634805444,1.9169444444444443,0,23.606944444444444,23.510277777777777,0.8,64,708,100.0,0,1.1779661016949152,0.03954802259887006,1.6638418079096045,30.860169491525422,32.6228813559322,NCP
LiveSplit,1660,377,394133,1045.4456233421752,2656,840,639,0.7607142857142857,185,0.22023809523809523,16.0025,3,47.3375,62.22944444444445,0.5704392236443517,1.1341666666666668,0,25.135833333333334,24.96,0.6666666666666666,258,834,99.28571428571429,703,1.4392857142857143,0.33095238095238094,3.1416666666666666,142.325,243.52380952380952,CP
dcos-cli,1659,948,244001,257.38502109704643,3442,743,569,0.765814266487214,156,0.20995962314939434,8.275,10,38.14361111111111,46.35111111111111,0.4432854740341243,0.050833333333333335,2,20.195,20.011111111111113,0.44,68,666,89.63660834454913,121,3.0201884253028264,2.5773889636608343,8.98250336473755,669.8021534320324,154.3701211305518,NCP
kong,1656,1283,269422,209.9937646141855,8065,973,579,0.5950668036998972,327,0.33607399794450155,3.946111111111111,8,19.26,24.424444444444443,0.2999799678335226,0.0,0,6.586111111111111,6.559722222222222,0.34615384615384615,178,509,52.31243576567317,4421,4.019527235354573,2.079136690647482,8.710174717368963,418.3350462487153,225.0246659815005,NCP
pageshot,1655,472,72389,153.3665254237288,2948,784,477,0.6084183673469388,294,0.375,6.2525,0,23.338333333333335,38.335277777777776,0.4966889694782025,0.225,0,3.568888888888889,2.3808333333333334,0.3333333333333333,25,778,99.23469387755102,140,2.9158163265306123,0.34311224489795916,4.729591836734694,146.78698979591837,146.5829081632653,NCP
phila.gov,1655,2599,859809,330.82300884955754,6286,762,587,0.7703412073490814,167,0.21916010498687663,6.211388888888889,1,49.47638888888889,60.54972222222222,0.7438407312212669,0.16583333333333333,0,20.73138888888889,21.6675,0.9,18,0,0.0,12,7.24015748031496,0.23753280839895013,27.451443569553806,2834.6377952755906,1538.2335958005249,NCP
virtualclass,1655,328,269829,822.6493902439024,1893,748,607,0.8114973262032086,140,0.18716577540106952,19.273333333333333,0,41.780277777777776,49.19111111111111,0.694979829370516,0.5311111111111111,0,2.9305555555555554,3.4175,0.8888888888888888,21,748,100.0,48,3.0815508021390374,0.0053475935828877,9.25,649.163101604278,317.6965240641711,NCP
rust-clippy,1654,529,44440,84.00756143667297,3007,733,405,0.5525238744884038,314,0.42837653478854026,13.129722222222222,5,31.411944444444444,56.58,0.35438181862752655,0.48638888888888887,0,14.053055555555556,16.42111111111111,0.3333333333333333,136,0,0.0,3,0.0,0.0,0.0,0.0,0.0,NCP
rust-clippy,1654,1905,155567,81.66246719160105,3007,733,405,0.5525238744884038,314,0.42837653478854026,13.129722222222222,5,31.411944444444444,56.58,0.35438181862752655,0.48638888888888887,0,14.053055555555556,16.42111111111111,0.3333333333333333,136,733,100.0,1249,2.549795361527967,2.908594815825375,8.26193724420191,130.11732605729878,67.77353342428377,NCP
meaningfulconsent,1654,100,29521,295.21,1955,886,661,0.7460496613995485,207,0.23363431151241534,24.073888888888888,1,44.21416666666667,59.29222222222222,0.6398000353320715,4.1866666666666665,0,22.901944444444446,21.98638888888889,0.8333333333333334,11,886,100.0,0,1.0993227990970655,0.04401805869074492,1.435665914221219,14.109480812641083,40.27878103837472,CP
tobaccocessation,1654,182,35709,196.2032967032967,2464,898,654,0.7282850779510023,226,0.2516703786191537,34.1575,1,42.843333333333334,58.74944444444444,0.6475452579677881,3.5280555555555555,0,22.7,22.074166666666667,0.7857142857142857,19,898,100.0,2,1.0601336302895323,0.04788418708240535,5.228285077951003,58.865256124721604,172.0022271714922,CP
sipity,1653,1059,47823,45.1586402266289,7747,859,277,0.3224679860302678,560,0.6519208381839348,5.077222222222222,1,44.846111111111114,139.5727777777778,0.44299874767824504,0.06222222222222222,0,1.9894444444444443,20.696944444444444,0.5,16,849,98.83585564610011,2,4.525029103608848,0.4586728754365541,8.089639115250291,114.05704307334109,50.684516880093135,NCP
vega-lite,1653,2465,259115,105.11764705882354,18892,2372,1684,0.7099494097807757,638,0.26897133220910624,2.1,6,13.517222222222221,18.98638888888889,0.4413485525261562,0.026111111111111113,0,3.693888888888889,3.258611111111111,0.52,132,1,0.042158516020236084,478,4.001686340640809,1.580522765598651,23.990303541315345,504.1593591905565,514.6968802698145,CP
project64,1652,1841,546749,296.9847908745247,3752,982,306,0.31160896130346233,646,0.6578411405295316,10.125833333333333,10,38.66888888888889,120.51694444444445,0.21830988979115631,0.7275,0,7.02,24.11916666666667,0.15384615384615385,66,0,0.0,412,2.3778004073319754,1.9959266802443991,12.063136456211813,1914.1089613034624,1606.886965376782,CP
stellar-core,1649,967,934659,966.5553257497414,3981,925,604,0.652972972972973,288,0.31135135135135134,9.214166666666667,15,39.27194444444444,60.000277777777775,0.27958125644337284,0.8136111111111111,25,18.126944444444444,17.585833333333333,0.23529411764705882,83,895,96.75675675675676,1008,3.6227027027027026,1.838918918918919,11.96972972972973,533.025945945946,363.2908108108108,CP
IntITA,1649,8846,1660892,187.7562740221569,8893,1353,1021,0.754619364375462,329,0.24316334072431633,4.2716666666666665,0,27.255,31.59638888888889,0.7601124655059026,0.3063888888888889,0,2.9030555555555555,1.756388888888889,0.9166666666666666,41,1034,76.42276422764228,16,10.272727272727273,0.0066518847006651885,39.52845528455285,3253.860310421286,898.3776792313378,CP
