project_id,tw quantity,pc quantity,tw with pc quantity,tw_with_pc_percentage,cr_improvement_percentage_max,cr_improvement_percentage_mean,cr_improvement_percentage_min,cr_improvement_percentage_std,ipe_improvement_percentage_max,ipe_improvement_percentage_mean,ipe_improvement_percentage_min,ipe_improvement_percentage_std,tw_equal_cr_quantity,tw_improves_cr_quantity,tw_improves_cr_percentage,tw_equal_cr_percentage,tw_equal_ipe_quantity,tw_improves_ipe_quantity,tw_worsen_ipe_quantity,tw_improves_ipe_percentage,tw_equal_ipe_percentage,tw_improves_worsen_percentage
752,170,24,3,1.76,100,33.33,0,57.74,100,75.44,26.32,42.54,2,1,33.33333333,66.66666667,0,3,0,100,0,0
36,174,9,3,1.72,100,33.33,0,57.74,254.55,127.71,28.57,115.51,2,1,33.33333333,66.66666667,0,3,0,100,0,0
991,58,2,1,1.72,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
834,118,6,2,1.69,0,0,0,0,18.18,15.76,13.33,3.43,2,0,0,100,0,2,0,100,0,0
436,185,8,3,1.62,100,33.33,0,57.74,50,27.78,0,25.46,2,1,33.33333333,66.66666667,1,2,0,66.66666667,33.33333333,0
440,188,8,3,1.6,0,0,0,0,46.88,29.49,4.76,22,3,0,0,100,0,3,0,100,0,0
522,126,18,2,1.59,0,0,0,0,80,46.25,12.5,47.73,2,0,0,100,0,2,0,100,0,0
691,192,94,3,1.56,500,266.67,0,251.66,84.21,42.78,9.52,38.01,1,2,66.66666667,33.33333333,0,3,0,100,0,0
120,129,2,2,1.55,0,0,0,0,312.5,156.25,0,220.97,2,0,0,100,1,1,0,50,50,0
644,65,16,1,1.54,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
980,65,16,1,1.54,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,100,0,0
653,66,2,1,1.52,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
683,202,258,3,1.49,100,33.33,0,57.74,60,31.11,0,30.06,2,1,33.33333333,66.66666667,1,2,0,66.66666667,33.33333333,0
951,68,20,1,1.47,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
99,137,20,2,1.46,0,0,0,0,85,59.17,33.33,36.54,2,0,0,100,0,2,0,100,0,0
641,69,4,1,1.45,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
648,69,4,1,1.45,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
624,69,2,1,1.45,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
963,70,4,1,1.43,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
961,71,2,1,1.41,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
727,147,4,2,1.36,0,0,0,0,175,87.5,0,123.74,2,0,0,100,1,1,0,50,50,0
401,226,16,3,1.33,200,66.67,0,115.47,85.71,44.06,0,42.91,2,1,33.33333333,66.66666667,1,2,0,66.66666667,33.33333333,0
775,76,20,1,1.32,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
494,152,8,2,1.32,0,0,0,0,12.5,6.25,0,8.84,2,0,0,100,1,1,0,50,50,0
636,76,6,1,1.32,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
476,154,4,2,1.3,0,0,0,0,100,71.43,42.86,40.4,2,0,0,100,0,2,0,100,0,0
734,155,58,2,1.29,0,0,0,0,314.29,207.15,100,151.53,2,0,0,100,0,2,0,100,0,0
580,78,4,1,1.28,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
77,157,1063,2,1.27,400,250,100,212.13,84.29,60.77,37.25,33.26,0,2,100,0,0,2,0,100,0,0
959,79,26,1,1.27,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
717,157,6,2,1.27,100,50,0,70.71,146.15,123.08,100,32.63,1,1,50,50,0,2,0,100,0,0
223,79,1,1,1.27,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
88,82,2,1,1.22,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
470,166,42,2,1.2,200,100,0,141.42,33.33,16.67,0,23.57,1,1,50,50,1,1,0,50,50,0
938,83,18,1,1.2,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,100,0,0
955,83,2,1,1.2,0,0,0,0,0,0,0,0,1,0,0,100,1,0,0,0,100,0
748,169,24,2,1.18,0,0,0,0,120,93.34,66.67,37.71,2,0,0,100,0,2,0,100,0,0
464,170,4,2,1.18,0,0,0,0,125,62.5,0,88.39,2,0,0,100,1,1,0,50,50,0
875,86,2,1,1.16,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
500,88,16,1,1.14,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,100,0,0
457,176,12,2,1.14,0,0,0,0,250,126.32,2.63,174.92,2,0,0,100,0,2,0,100,0,0
200,89,8,1,1.12,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,100,0,0
445,179,6,2,1.12,0,0,0,0,400,216.67,33.33,259.27,2,0,0,100,0,2,0,100,0,0
740,182,194,2,1.1,100,50,0,70.71,200,127.42,54.84,102.64,1,1,50,50,0,2,0,100,0,0
733,184,10,2,1.09,100,50,0,70.71,77.78,58.89,40,26.71,1,1,50,50,0,2,0,100,0,0
444,184,6,2,1.09,0,0,0,0,50,25,0,35.36,2,0,0,100,1,1,0,50,50,0
913,93,16,1,1.08,0,0,0,0,0,0,0,0,1,0,0,100,0,0,1,0,0,100
179,93,4,1,1.08,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
178,93,1,1,1.08,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
112,95,1,1,1.05,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
435,193,6,2,1.04,0,0,0,0,50,25,0,35.36,2,0,0,100,1,1,0,50,50,0
888,96,2,1,1.04,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
586,97,20,1,1.03,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
804,100,10,1,1,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
461,402,4,4,1,0,0,0,0,100,50,0,57.74,4,0,0,100,2,2,0,50,50,0
591,100,2,1,1,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
61,102,1327,1,0.98,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
574,102,2,1,0.98,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
725,206,90,2,0.97,50,25,0,35.36,125.93,112.97,100,18.34,1,1,50,50,0,2,0,100,0,0
287,103,16,1,0.97,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,100,0,0
879,104,18,1,0.96,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,100,0,0
869,104,6,1,0.96,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
880,104,6,1,0.96,0,0,0,0,0,0,0,0,1,0,0,100,1,0,0,0,100,0
584,104,4,1,0.96,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
534,104,2,1,0.96,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
686,212,22,2,0.94,0,0,0,0,80,77.5,75,3.54,2,0,0,100,0,2,0,100,0,0
7,216,93,2,0.93,50,25,0,35.36,61.61,30.81,0,43.56,1,1,50,50,1,1,0,50,50,0
546,108,2,1,0.93,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
406,218,4,2,0.92,0,0,0,0,37.5,18.75,0,26.52,2,0,0,100,1,1,0,50,50,0
863,109,2,1,0.92,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
564,110,4,1,0.91,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
856,110,2,1,0.91,0,0,0,0,0,0,0,0,1,0,0,100,1,0,0,0,100,0
6,221,6904,2,0.9,0,0,0,0,240,141.88,43.75,138.77,2,0,0,100,0,2,0,100,0,0
544,111,40,1,0.9,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
685,222,18,2,0.9,0,0,0,0,100,50,0,70.71,2,0,0,100,1,1,0,50,50,0
801,111,2,1,0.9,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
148,111,1,1,0.9,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
395,226,32,2,0.88,0,0,0,0,0,0,0,0,2,0,0,100,2,0,0,0,100,0
394,114,2,1,0.88,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
816,115,2,1,0.87,0,0,0,0,0,0,0,0,1,0,0,100,1,0,0,0,100,0
746,117,2,1,0.85,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
285,120,130,1,0.83,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
536,124,4,1,0.81,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
830,123,4,1,0.81,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
828,125,2,1,0.8,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
521,128,4,1,0.78,0,0,0,0,0,0,0,0,1,0,0,100,1,0,0,0,100,0
803,130,2,1,0.77,0,0,0,0,0,0,0,0,1,0,0,100,1,0,0,0,100,0
115,131,7,1,0.76,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
809,132,6,1,0.76,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
116,131,4,1,0.76,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,100,0,0
805,134,14,1,0.75,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
797,133,8,1,0.75,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,100,0,0
430,135,2,1,0.74,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
70,137,23,1,0.73,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
95,141,17,1,0.71,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,100,0,0
791,143,10,1,0.7,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,100,0,0
33,148,308,1,0.68,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,100,0,0
779,148,188,1,0.68,0,0,0,0,0,0,0,0,1,0,0,100,1,0,0,0,100,0
495,147,39,1,0.68,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,100,0,0
783,147,2,1,0.68,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
749,149,2,1,0.67,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
74,153,110,1,0.65,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
487,153,25,1,0.65,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
490,153,12,1,0.65,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,100,0,0
78,157,8,1,0.64,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
484,157,2,1,0.64,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
759,161,6,1,0.62,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
59,163,225,1,0.61,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,100,0,0
14,163,24,1,0.61,0,0,0,0,0,0,0,0,1,0,0,100,1,0,0,0,100,0
400,165,6,1,0.61,0,0,0,0,0,0,0,0,1,0,0,100,1,0,0,0,100,0
750,166,2,1,0.6,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
453,177,2,1,0.56,0,0,0,0,0,0,0,0,1,0,0,100,1,0,0,0,100,0
716,179,2,1,0.56,0,0,0,0,0,0,0,0,1,0,0,100,1,0,0,0,100,0
743,177,2,1,0.56,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
433,188,8,1,0.53,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
709,192,26,1,0.52,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,100,0,0
28,195,5,1,0.51,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
424,198,2,1,0.51,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
389,402,2,2,0.5,0,0,0,0,0,0,0,0,2,0,0,100,2,0,0,0,100,0
711,202,2,1,0.5,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
423,203,2,1,0.49,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
710,215,68,1,0.47,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,100,0,0
703,222,8,1,0.45,0,0,0,0,0,0,0,0,1,0,0,100,1,0,0,0,100,0
684,223,2,1,0.45,0,0,0,0,0,0,0,0,1,0,0,100,1,0,0,0,100,0
681,226,20,1,0.44,0,0,0,0,0,0,0,0,1,0,0,100,0,1,0,100,0,0
